,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_70264,1400,707,163,629,190,628,426,304,422,248,257,116,295,1059,624,681,3122
hotlake_ucc_70265,5310,2910,728,4254,1200,2460,2207,1590,1982,3848,4021,2156,4078,30305,22602,18153,8773
hotlake_ucc_70266,691,315,107,389,134,434,304,177,208,98,72,46,118,477,270,323,1171
hotlake_ucc_70267,2925,1592,470,1108,322,1393,668,511,1009,566,436,218,521,1715,828,955,5470
hotlake_ucc_70268,3680,1967,572,2523,448,1692,1358,760,1147,507,510,301,548,2227,1382,1188,3210
hotlake_ucc_70269,8479,3904,1015,4168,1178,3847,2508,1609,2741,2040,2065,986,2297,8419,5243,5239,12034
hotlake_ucc_70270,1111,555,160,491,159,423,271,191,293,95,91,43,96,420,244,283,1702
hotlake_ucc_70271,138,76,13,98,26,51,55,43,58,23,32,21,29,167,98,78,393
hotlake_ucc_70272,4299,2630,817,4110,697,2095,1963,1122,1789,1722,1752,922,1865,6195,4103,3258,6426
hotlake_ucc_70274,1273,631,154,904,249,554,593,300,370,381,406,171,374,2016,1165,899,1644
hotlake_ucc_70275,2441,1257,301,1388,426,1427,1007,599,804,346,410,187,435,1568,950,839,3322
hotlake_ucc_70276,4181,2093,563,1946,564,1869,1261,785,1419,548,490,254,617,2276,1508,1572,7261
hotlake_ucc_70277,1143,556,151,790,232,569,469,244,388,160,164,59,159,757,409,429,1567
hotlake_ucc_70278,1799,1021,294,972,262,726,542,370,539,236,217,116,251,1105,847,899,2532
hotlake_ucc_70279,3409,1548,409,2103,855,1808,1696,951,1177,1213,1370,576,1662,4851,3206,3649,4730
hotlake_ucc_70280,4523,2290,679,3508,791,2229,2213,1197,1410,1281,1441,674,1562,6252,4365,4230,7822
hotlake_ucc_70281,2484,1030,351,876,414,996,584,351,631,295,306,113,343,1140,614,710,4022
hotlake_ucc_70282,3722,1803,528,1969,630,1922,1306,798,1212,480,506,193,556,1952,1281,1101,6276
hotlake_ucc_70283,5509,3035,797,3611,1014,2367,2616,1534,1688,413,577,265,557,2151,1146,1152,3991
hotlake_ucc_70284,1396,669,194,719,239,676,639,340,471,216,219,89,242,904,479,444,2297
hotlake_ucc_70285,1414,615,177,830,348,742,543,346,438,249,333,124,336,1147,729,744,2063
hotlake_ucc_70286,5868,3065,873,3073,955,3377,1856,1196,2516,940,1045,479,1136,3897,2775,2593,12467
hotlake_ucc_70287,1190,496,149,508,188,632,317,230,480,220,276,116,294,1037,570,573,3121
hotlake_ucc_70288,1353,779,246,943,152,819,324,290,765,233,287,116,254,950,733,559,3790
hotlake_ucc_70289,3805,1856,538,2384,511,1391,976,670,1148,787,791,405,928,2112,1370,1279,6243
hotlake_ucc_70290,204,93,18,68,13,85,26,30,47,22,23,14,19,92,51,46,189
hotlake_ucc_70291,709,374,91,721,106,293,378,209,294,361,327,159,344,2010,1137,1119,1017
hotlake_ucc_70292,658,358,82,594,147,365,400,230,224,134,151,89,211,647,352,318,762
hotlake_ucc_70293,1120,804,272,1575,288,706,649,485,467,157,163,86,143,747,477,356,1364
hotlake_ucc_70294,287,144,73,331,58,107,130,78,98,63,87,38,69,328,214,125,328
hotlake_ucc_70295,364,205,72,304,67,209,165,97,146,81,113,48,111,731,497,350,859
hotlake_ucc_70296,1536,1071,392,1988,279,760,721,408,511,350,400,220,391,1774,1339,917,2209
hotlake_ucc_70297,1096,686,210,1160,228,617,610,373,331,206,208,134,257,1458,1024,819,1506
hotlake_ucc_70298,1836,1262,445,2761,422,1140,1275,783,835,261,248,158,236,1939,1520,1071,2194
hotlake_ucc_70299,155,107,36,264,87,195,141,110,73,36,34,22,35,188,123,101,231
hotlake_ucc_70300,43,19,10,44,6,18,27,13,16,9,15,9,13,66,26,36,63
hotlake_ucc_124552,2464,1764,564,3424,406,1332,1178,888,1054,382,392,216,380,2059,1615,1049,4717
hotlake_ucc_70301,6420,6060,2370,12338,1313,3824,3186,2509,2570,792,780,394,649,3773,3046,1657,6072
hotlake_ucc_70302,5510,4481,1986,10762,1545,3362,3049,2507,2381,831,891,438,759,2943,2222,1266,4453
hotlake_ucc_70303,2,0,1,1,0,2,2,4,3,2,9,2,3,9,9,9,8
hotlake_ucc_70304,1872,1250,447,2603,561,1303,1226,754,826,513,484,214,480,1834,1354,1013,2019
hotlake_ucc_70305,16853,15961,6731,36500,4273,11921,9754,7221,7836,3270,3068,1778,2802,15045,11871,7273,14373
hotlake_ucc_70306,16456,13185,5831,31272,5167,10953,9812,7618,7579,3296,3548,1602,2988,14981,12238,8744,13051
hotlake_ucc_70307,323,166,21,117,36,132,112,43,86,35,39,20,56,262,139,145,467
hotlake_ucc_70308,1133,635,172,817,152,557,554,308,384,216,227,115,271,1248,747,646,1358
hotlake_ucc_70309,2833,1403,413,1668,576,1287,1061,684,961,394,433,226,450,1513,992,937,4786
hotlake_ucc_70310,478,216,70,233,91,260,167,98,182,79,91,34,66,250,148,127,921
hotlake_ucc_70312,830,370,104,418,99,482,309,195,277,84,84,52,84,338,191,191,1048
hotlake_ucc_70313,2860,1604,424,2501,537,1283,1599,820,650,3012,2484,1625,3501,12157,7297,8521,4015
hotlake_ucc_70315,405,178,65,351,120,192,230,142,150,226,199,86,229,833,635,656,647
hotlake_ucc_70317,1060,573,168,584,233,489,433,325,389,597,710,247,821,2982,1995,1987,1800
hotlake_ucc_70318,26992,14811,4387,15631,4712,15491,8471,5480,12582,14644,16758,9455,19545,49083,28791,24017,39782
hotlake_ucc_70319,5551,2968,815,1876,529,2716,1088,690,2322,512,650,305,700,2441,1399,1142,9344
hotlake_ucc_70320,6977,3727,1026,2660,557,3372,1567,926,2733,913,882,479,1123,6030,3236,2321,12001
hotlake_ucc_70321,6967,3827,931,3389,971,4285,2009,1117,3564,661,963,434,886,3562,2592,2125,13141
hotlake_ucc_70322,8062,3834,969,3029,729,3299,1625,973,2790,944,1065,551,1295,5425,3155,2725,15879
hotlake_ucc_70323,15814,8733,2733,8017,2273,8890,4727,3096,7005,2200,2647,1340,2853,11923,8086,5730,30994
hotlake_ucc_70324,20882,10659,3255,15319,3707,9006,7013,4272,6579,1364,1629,730,1485,5089,3815,3101,38516
hotlake_ucc_70325,5301,3056,840,3945,1286,3099,2616,1693,1728,1994,2036,1159,2107,7317,4496,4372,5532
hotlake_ucc_70326,3871,2183,577,2701,647,2028,1671,1069,1318,649,659,281,660,2748,1823,1728,5959
hotlake_ucc_70328,183590,132024,48671,398070,48319,112884,165705,94298,64876,29713,30321,18137,25618,108011,81941,53233,161970
hotlake_ucc_70330,6248,3577,1140,6101,1958,3269,3126,2142,1805,499,466,270,477,1951,1335,1140,7421
hotlake_ucc_70332,666,377,90,482,150,343,319,172,225,151,192,85,178,708,484,434,1204
hotlake_ucc_70333,491,308,63,389,100,281,293,162,216,77,91,46,97,338,184,211,826
hotlake_ucc_70334,3667,1897,537,2694,982,1827,1728,1138,1251,633,668,331,597,2796,1677,1801,6155
hotlake_ucc_70335,10445,5214,1267,7430,2158,3920,4330,2764,2884,646,691,385,843,3357,2336,2528,7004
hotlake_ucc_70336,433,243,57,204,93,219,176,100,144,77,68,24,75,270,146,171,450
hotlake_ucc_70337,3902,1911,555,2033,885,2182,1408,981,1210,673,737,284,809,2429,1662,1793,4493
hotlake_ucc_70338,726,296,61,337,147,394,279,180,226,79,76,36,95,280,132,167,1116
hotlake_ucc_70339,1338,660,252,956,275,755,741,333,474,153,116,104,159,669,374,365,2346
hotlake_ucc_70340,3236,1817,529,2220,753,1980,1663,850,1231,506,433,223,521,2037,1210,1191,5518
hotlake_ucc_70342,1940,1250,288,1363,347,1259,772,686,997,287,315,119,269,1162,744,650,3176
hotlake_ucc_70344,2269,1235,364,1421,369,1269,937,575,842,313,331,134,327,1629,771,649,2811
hotlake_ucc_70346,1984,929,298,827,262,800,513,317,507,159,163,78,170,763,450,426,2409
hotlake_ucc_70347,3538,1985,689,2515,792,1885,1555,993,1184,390,385,217,436,2071,1445,1488,5142
hotlake_ucc_70348,1196,627,173,861,286,566,602,325,414,245,277,147,267,1323,924,706,1580
hotlake_ucc_70349,1921,1105,333,1594,468,898,850,586,577,500,521,230,566,1876,1179,1175,2704
hotlake_ucc_70350,1523,740,206,913,239,895,798,476,540,457,464,240,538,2626,1538,1480,3000
hotlake_ucc_70351,2407,1094,305,1280,429,1119,879,559,722,688,764,294,853,2675,1745,1814,3166
hotlake_ucc_70352,1597,735,244,1205,625,1031,863,537,481,439,471,184,520,1987,1065,1165,1978
hotlake_ucc_70353,1066,624,160,628,158,540,436,280,335,423,330,203,444,1649,839,846,1609
hotlake_ucc_70354,604,278,79,317,117,300,269,152,158,109,106,48,129,524,257,263,1045
hotlake_ucc_70355,141,63,12,148,49,53,139,50,45,18,16,6,10,74,38,45,284
hotlake_ucc_70356,287,148,51,279,77,116,209,118,83,37,29,27,38,164,78,72,558
hotlake_ucc_70357,801,347,112,362,164,394,296,185,255,100,100,39,135,396,275,239,1309
hotlake_ucc_70358,427,242,72,267,49,161,165,85,87,126,112,69,147,566,325,271,565
hotlake_ucc_70359,4965,2712,640,3627,807,2411,1935,1187,1909,3509,3319,2128,3967,15242,12652,10966,13727
hotlake_ucc_70361,945,495,153,597,127,353,285,182,217,288,229,180,324,1422,982,741,1817
hotlake_ucc_70362,407,230,40,216,59,148,97,61,73,124,109,61,128,663,451,333,1091
hotlake_ucc_70363,229,121,20,110,46,106,65,29,55,63,82,39,95,366,278,200,584
hotlake_ucc_70364,305,139,37,169,64,120,126,78,83,78,60,35,96,407,314,245,808
hotlake_ucc_70365,407,162,53,314,116,213,269,157,110,329,382,180,422,1133,734,662,456
hotlake_ucc_70366,335,162,43,216,59,162,171,99,118,148,182,103,191,852,525,579,509
hotlake_ucc_70367,7790,5927,2023,13610,2786,5554,7228,3378,4217,14797,15376,7442,17157,47681,29341,31498,52196
hotlake_ucc_70369,1043,570,208,835,197,738,423,326,583,6081,6151,3057,5805,25039,14859,13615,2113
hotlake_ucc_70370,1622,784,277,1367,299,874,926,518,612,22133,18797,11089,19159,78101,47897,38204,3651
hotlake_ucc_70371,741,339,70,450,109,248,214,170,188,2083,1849,1023,2130,9815,6264,6124,1678
hotlake_ucc_70372,697,439,119,512,142,353,334,188,256,217,213,107,209,1118,746,600,1150
hotlake_ucc_70373,1421,670,187,928,199,586,602,384,360,344,419,203,456,2345,1272,1325,1688
hotlake_ucc_70374,1548,947,289,1169,234,752,587,365,457,474,475,254,495,2007,1379,1253,2433
hotlake_ucc_70375,1496,753,260,1140,345,728,679,413,470,708,701,310,789,2477,1574,1628,2117
hotlake_ucc_70376,133,72,26,92,18,74,68,45,78,40,33,16,37,203,95,118,300
hotlake_ucc_70377,1594,965,382,1191,344,874,640,467,445,727,794,403,827,2939,2443,2018,2106
hotlake_ucc_70378,596,307,70,406,143,263,307,188,212,296,298,108,329,1408,785,823,977
hotlake_ucc_70379,341,141,40,159,88,175,152,103,122,197,144,93,188,697,501,450,448
hotlake_ucc_70380,282,148,30,211,62,154,120,65,120,115,169,79,158,692,395,432,476
hotlake_ucc_70381,476,226,52,316,81,228,251,132,157,182,192,85,171,727,376,365,609
hotlake_ucc_70382,333,191,48,158,34,143,115,66,85,40,41,14,43,167,94,95,536
hotlake_ucc_70383,230,132,34,144,40,127,121,50,94,71,67,33,54,235,132,102,311
hotlake_ucc_70385,2193,1197,323,1393,535,1091,1022,683,771,392,342,183,353,1520,953,859,2563
hotlake_ucc_70386,1644,925,404,1475,325,1027,823,500,652,174,183,89,151,1016,654,554,2540
hotlake_ucc_70387,738,417,148,854,174,492,550,251,270,119,94,56,127,557,330,289,1221
hotlake_ucc_70388,491,285,125,447,81,262,233,142,165,80,95,32,73,370,236,214,641
hotlake_ucc_70389,381,255,81,527,96,284,303,145,201,66,69,27,51,262,185,123,591
hotlake_ucc_70390,1308,639,187,791,126,431,499,264,310,844,927,435,1007,2355,1426,1358,1535
hotlake_ucc_70391,1607,877,356,2433,316,777,1085,632,543,2336,2293,1113,2530,5157,4480,5786,2443
hotlake_ucc_70392,1306,916,427,2986,498,1446,1940,1138,1075,3046,3361,1345,3659,5846,3927,6814,2020
hotlake_ucc_70393,193,100,24,112,38,81,76,45,52,105,117,70,120,324,183,175,255
hotlake_ucc_70395,1737,1237,431,1976,370,973,827,567,602,292,366,154,263,1654,1269,980,1921
hotlake_ucc_70396,2213,1738,666,2678,404,1269,1087,802,833,395,362,245,435,2296,1632,1237,2350
hotlake_ucc_70397,1767,1187,466,2928,465,1273,1434,751,754,458,471,277,474,2461,2005,1269,1250
hotlake_ucc_70398,5177,3454,1203,7103,951,3531,3503,1900,1812,1369,1406,889,1560,5982,4187,2806,2984
hotlake_ucc_70399,1425,778,255,1144,294,708,713,379,469,369,415,168,411,1616,1164,1152,1261
hotlake_ucc_70400,759,490,92,750,155,441,502,251,284,238,289,122,309,1388,917,875,754
hotlake_ucc_124553,172,94,23,155,41,107,128,45,80,49,47,14,64,195,151,126,325
hotlake_ucc_70401,5622,3249,914,4771,835,3413,2753,1682,1646,668,814,352,792,3055,1752,1443,3679
hotlake_ucc_70402,3846,3001,1032,5749,972,3227,2837,1721,1872,495,440,222,411,2613,1416,1062,3662
hotlake_ucc_70403,457,306,57,296,58,281,216,120,207,135,188,69,190,623,419,358,552
hotlake_ucc_70404,207,132,44,227,44,172,138,69,137,46,41,25,50,231,139,109,343
hotlake_ucc_70405,395,279,80,364,66,239,188,112,153,111,96,64,111,608,445,344,929
hotlake_ucc_70406,683,421,129,577,114,348,319,196,237,121,145,97,153,934,777,567,1036
hotlake_ucc_70407,1126,693,198,1102,221,589,554,363,386,210,253,144,233,1421,1083,860,1411
hotlake_ucc_70408,783,493,182,482,95,343,207,137,235,71,71,40,66,329,266,235,1670
hotlake_ucc_70409,716,470,164,900,216,402,415,297,311,258,254,120,261,1129,811,658,1430
hotlake_ucc_124554,334,281,111,452,75,195,169,114,145,79,62,39,58,362,258,148,335
hotlake_ucc_70410,1781,880,273,1805,470,1014,1149,578,584,535,556,277,681,2357,1409,1184,2527
hotlake_ucc_70411,664,477,123,798,168,497,564,292,285,184,148,99,194,903,588,466,1140
hotlake_ucc_70412,447,482,175,1168,140,326,318,289,217,73,57,34,61,429,457,278,835
hotlake_ucc_70413,978,880,348,2331,368,601,660,457,341,179,146,85,158,965,855,538,1447
hotlake_ucc_70414,834,700,287,1586,221,616,637,469,439,117,134,54,133,656,648,388,1167
hotlake_ucc_70415,323,245,126,464,85,195,194,157,212,111,101,61,106,728,605,324,780
hotlake_ucc_70416,5,3,1,10,1,6,3,3,4,1,0,2,1,6,3,5,5
hotlake_ucc_70417,940,694,252,1397,223,715,808,457,393,289,355,133,293,1909,1490,927,1418
hotlake_ucc_70418,3813,2456,757,5191,967,2647,3034,1559,1537,1393,1461,682,1443,6643,4118,3627,3619
hotlake_ucc_70419,372,229,54,239,42,197,135,69,96,117,142,52,137,245,144,169,502
hotlake_ucc_70420,132,87,28,55,23,76,38,7,53,6,9,2,11,34,19,26,229
hotlake_ucc_70421,202,84,38,90,32,79,52,31,59,20,18,3,22,48,33,42,292
hotlake_ucc_70422,68,39,13,25,15,37,30,4,27,4,7,4,5,22,14,14,74
hotlake_ucc_70423,268,146,39,85,41,170,86,52,93,18,14,7,25,91,54,49,304
hotlake_ucc_70424,118,37,17,75,61,58,57,60,44,37,21,4,23,96,44,39,217
hotlake_ucc_70425,786,367,97,330,115,350,223,169,214,40,60,23,52,183,103,121,884
hotlake_ucc_70426,540,259,59,260,105,284,190,125,186,59,64,24,72,221,150,141,745
hotlake_ucc_70427,776,429,123,505,176,457,280,232,325,90,86,43,120,332,157,151,872
hotlake_ucc_70428,495,243,72,266,115,358,250,171,228,37,66,18,78,170,90,76,568
hotlake_ucc_70429,2900,1244,411,1457,601,1635,1080,720,1018,277,301,119,396,948,491,527,2930
hotlake_ucc_70430,1046,630,141,628,169,611,400,233,507,150,143,70,150,495,281,249,1734
hotlake_ucc_70431,842,423,112,323,142,402,231,144,255,118,128,47,139,389,199,189,1013
hotlake_ucc_70432,791,329,103,346,103,392,233,155,260,104,99,48,109,382,188,190,940
hotlake_ucc_70433,1399,677,178,688,260,730,429,336,453,173,199,79,240,659,370,341,1759
hotlake_ucc_70434,771,415,103,511,150,378,323,200,286,173,193,83,212,857,429,465,1754
hotlake_ucc_70436,479,249,59,284,71,282,180,113,169,110,99,36,125,401,260,244,848
hotlake_ucc_70437,722,381,118,573,141,366,361,192,237,99,97,44,125,438,251,243,1024
hotlake_ucc_70438,684,291,65,265,79,347,260,152,214,125,132,50,149,507,212,232,822
hotlake_ucc_70439,3993,3194,1125,5153,1100,3119,2969,1788,1987,342,438,175,309,1977,1092,1037,8154
hotlake_ucc_70441,3296,2264,680,3573,1058,2184,2009,1206,1573,301,304,158,280,1461,736,801,5710
hotlake_ucc_70443,10671,7002,2105,9831,2401,6512,6228,3495,5229,1565,1404,694,1345,6130,3271,3552,18977
hotlake_ucc_70444,3777,2040,736,3672,783,1858,2111,1038,1360,767,573,279,536,2509,1278,1312,5361
hotlake_ucc_70445,3373,1820,472,2167,606,1630,1291,844,1160,799,778,365,800,3044,1427,1804,6492
hotlake_ucc_70446,251,119,39,219,76,151,152,87,107,42,26,13,50,177,89,101,513
hotlake_ucc_70447,266,137,49,175,54,129,126,67,117,33,29,8,44,150,81,85,467
hotlake_ucc_70448,435,195,48,233,64,217,187,89,126,40,37,18,60,159,90,82,510
hotlake_ucc_70449,296,157,41,244,47,148,164,86,106,40,34,22,48,182,124,106,455
hotlake_ucc_70450,720,365,102,479,174,395,311,174,221,83,70,35,120,443,268,220,977
hotlake_ucc_70451,1054,495,130,738,279,494,531,304,320,233,230,114,227,823,440,450,1242
hotlake_ucc_70452,630,262,82,391,159,350,256,163,199,121,135,61,188,384,218,260,758
hotlake_ucc_70453,5171,2420,758,2178,746,3367,1717,1139,2198,528,555,222,603,1849,1132,1325,1800
hotlake_ucc_70454,1693,1014,380,1101,360,1311,812,537,790,284,216,99,260,812,485,448,730
hotlake_ucc_70455,978,537,170,437,159,650,373,207,376,41,29,24,21,177,124,135,357
hotlake_ucc_70456,685,354,103,371,152,460,284,188,254,36,31,15,43,168,92,91,393
hotlake_ucc_70457,294,149,64,152,46,113,114,72,78,35,52,25,39,137,89,80,297
hotlake_ucc_70458,227,96,43,129,53,80,80,60,56,69,73,48,101,287,170,192,348
hotlake_ucc_70459,292,149,39,195,87,114,105,66,80,122,142,61,117,507,304,315,538
hotlake_ucc_70460,92,47,3,52,17,31,52,19,36,35,37,14,32,208,111,144,177
hotlake_ucc_70461,328,139,27,195,48,118,143,83,91,161,182,87,206,736,488,469,687
hotlake_ucc_70462,2149,1189,431,1528,618,1487,1439,841,1209,84,100,28,121,317,171,161,490
hotlake_ucc_70463,1526,913,336,960,342,1243,810,587,996,86,58,32,99,213,146,154,444
hotlake_ucc_70464,5990,3176,1069,3412,1306,4357,2599,1801,2793,292,379,170,427,1305,830,772,2062
hotlake_ucc_70465,710,332,128,667,258,356,435,233,202,117,132,70,127,550,338,356,818
hotlake_ucc_70466,2643,1543,449,2605,549,1335,1224,758,889,322,328,148,325,1142,728,646,2080
hotlake_ucc_70467,127,68,14,92,20,75,92,35,36,71,87,47,126,271,158,127,233
hotlake_ucc_70469,2649,1619,368,1503,208,1069,453,414,1133,255,342,180,289,1599,932,728,11753
hotlake_ucc_70471,1531,839,262,1053,173,567,349,271,512,526,619,335,664,3015,1906,1644,15437
hotlake_ucc_70473,903,508,158,617,72,433,179,174,261,211,242,99,223,852,480,440,7053
hotlake_ucc_70474,959,514,196,569,80,341,173,145,298,205,205,107,240,920,389,357,7272
hotlake_ucc_70475,1646,788,268,764,156,757,279,260,488,499,433,221,446,1406,667,645,14902
hotlake_ucc_70476,1585,936,276,1365,276,1048,704,400,738,478,469,223,442,1780,1133,1063,9118
hotlake_ucc_70477,796,351,110,451,137,301,191,124,191,121,135,73,130,494,249,285,3808
hotlake_ucc_70478,12714,6575,2835,7926,3044,8946,5383,3472,5936,539,559,296,589,1954,1467,1462,1181
hotlake_ucc_70479,1816,877,346,1141,669,1438,1057,770,954,175,175,88,231,626,510,470,626
hotlake_ucc_70480,502,257,103,357,212,346,324,230,191,71,71,31,100,211,152,157,160
hotlake_ucc_70481,124,48,20,50,23,39,20,21,43,32,26,9,34,106,58,50,255
hotlake_ucc_70482,149,50,8,51,22,40,32,23,23,16,25,9,34,63,41,39,79
hotlake_ucc_70483,29,12,1,12,2,13,6,9,4,4,9,3,8,19,11,16,40
hotlake_ucc_70484,189,58,21,88,48,93,46,36,42,45,49,23,83,150,82,73,219
hotlake_ucc_70485,3559,1585,590,2001,714,2100,1611,983,1290,419,376,191,452,1340,1002,1033,1114
hotlake_ucc_70486,858,443,134,692,196,430,467,295,247,614,712,368,833,3186,2172,1917,1475
hotlake_ucc_70487,918,534,144,802,162,477,475,284,248,292,418,180,333,1572,993,753,1017
hotlake_ucc_70488,1868,1123,309,1357,667,905,811,570,647,335,321,138,311,1520,1033,948,2992
hotlake_ucc_70489,694,428,105,544,97,344,278,196,215,117,98,44,89,513,379,309,1046
hotlake_ucc_70490,970,517,164,536,139,532,412,218,290,179,199,87,233,1067,597,544,1761
hotlake_ucc_70491,1110,713,227,1044,237,722,614,343,489,141,157,77,179,658,341,330,2086
hotlake_ucc_70492,1586,862,261,998,294,867,736,383,531,218,237,98,250,927,486,483,2260
hotlake_ucc_70493,678,367,112,362,73,301,234,126,228,71,67,32,99,383,228,186,1246
hotlake_ucc_70494,646,300,91,344,145,336,255,144,181,174,200,79,210,568,333,334,595
hotlake_ucc_70495,1443,582,105,667,244,540,507,303,342,966,940,488,1028,6042,3800,4130,830
hotlake_ucc_70496,1963,923,245,931,415,1008,801,474,571,895,767,388,898,4651,3253,3136,1923
hotlake_ucc_70497,1728,890,277,1158,291,949,835,465,596,663,601,347,689,3501,2149,1482,1743
hotlake_ucc_70498,3012,1426,357,1874,585,1129,1230,522,953,1808,1618,693,1726,8827,5347,5137,6934
hotlake_ucc_70499,1744,932,198,1101,414,817,829,547,623,1475,1358,659,1529,7091,4176,4776,4425
hotlake_ucc_70500,80,61,23,133,32,75,83,60,32,27,21,8,12,63,69,40,60
hotlake_ucc_70501,14938,7349,2530,6956,1261,7620,4396,2535,4841,143,108,72,107,170,210,274,11973
hotlake_ucc_70503,857,428,153,574,143,472,418,246,311,185,210,106,203,589,358,226,681
hotlake_ucc_70504,1559,829,328,2205,671,814,1332,929,461,348,377,157,408,1397,810,908,1948
hotlake_ucc_70505,832,397,164,1203,272,335,718,355,207,284,322,152,312,1049,633,609,976
hotlake_ucc_70506,1613,867,307,2129,449,808,1229,679,514,416,377,205,463,2109,1221,1265,2569
hotlake_ucc_70507,1997,1112,360,1963,447,908,1148,815,665,261,210,140,293,1244,863,765,3591
hotlake_ucc_70508,433,233,46,249,69,181,184,103,119,109,124,47,138,330,178,205,603
hotlake_ucc_70509,1668,1037,213,1019,218,605,550,295,537,552,767,319,684,2465,1657,1528,2836
hotlake_ucc_70510,1340,701,177,480,147,456,325,206,282,603,674,286,809,1756,1133,1147,2694
hotlake_ucc_70511,3024,1533,345,1369,394,967,728,456,790,1178,1284,653,1648,3451,2373,2206,5402
hotlake_ucc_70512,1649,969,222,995,234,575,475,311,553,641,722,395,822,2417,1690,1451,4194
